"IP Address","Tag","Value","Type"
"172.26.32.6","time_and_IP_settings.ips[1]","","T"
"172.26.32.6","time_and_IP_settings.ips[2]","","T"
"172.26.32.6","time_and_IP_settings.ips[3]","","T"
"172.26.32.6","time_and_IP_settings.ips[4]","","T"
"172.26.32.6","time_and_IP_settings.ips[5]","","T"
"172.26.32.6","time_and_IP_settings.ips[6]","","T"
"172.26.32.6","time_and_IP_settings.ips[7]","","T"
"172.26.32.6","time_and_IP_settings.ips[8]","","T"
"172.26.32.6","time_and_IP_settings.ips[9]","","T"
"172.26.32.6","time_and_IP_settings.ips[10]","","T"
"172.26.32.6","time_and_IP_settings.ips[11]","","T"
"172.26.32.6","time_and_IP_settings.ips[12]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[60]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[60]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[61]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[61]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[62]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[62]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[63]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[63]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[64]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[64]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[65]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[65]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[66]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[66]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[67]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[67]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[68]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[68]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[69]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[69]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[70]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[70]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[71]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[71]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[72]","","T"
"172.26.32.9","Communication_Retentive.number_of_PLCs","","T"
"172.26.32.9","Time_Date_and_Solar_Variables.Time_Zone","5.0","T"
"172.26.32.9","Time_Date_and_Solar_Variables.Latitude","29.74704","T"
"172.26.32.9","Time_Date_and_Solar_Variables.Longitude","-81.67151","T"
"172.26.32.9","Trackers_Setup.anemometer_installed","false","T"
"172.26.32.9","time_and_IP_settings.clock_sync_time.HOUR","","T"
"172.26.32.9","time_and_IP_settings.clock_sync_time.MINUTE","","T"
"172.26.32.9","Communication_Retentive.IP_bytes_1_to_3[1]","","T"
"172.26.32.9","Communication_Retentive.IP_bytes_1_to_3[2]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[2]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[2]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[3]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[3]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[4]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[4]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[5]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[5]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[6]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[6]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[7]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[7]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[8]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[8]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[9]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[9]","","T"
"172.26.32.9","Last Backup Timestamp","2025-11-03T19:03:47.082Z","H"
"172.26.32.9","Backup Reason",,"H"
"172.26.32.8","Communication_Retentive.IP_byte_3[35]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[35]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[36]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[36]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[37]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[37]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[38]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[38]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[39]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[39]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[40]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[40]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[41]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[41]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[42]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[42]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[43]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[43]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[44]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[44]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[45]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[45]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[46]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[46]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[47]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[72]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[73]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[73]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[74]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[74]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[75]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[75]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[76]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[76]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[77]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[77]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[78]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[78]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[79]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[79]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[80]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[80]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[81]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[81]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[82]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[82]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[83]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[83]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[84]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[84]","","T"
"172.26.32.10","Serial number","S V-R4MT0075","H"
"172.26.32.10","Firmware version","V04.06.00","H"
"172.26.32.10","Hardware version","14","H"
"172.26.32.10","MAC address","4C-E7-05-1A-C5-B1","H"
"172.26.32.10","Subnet mask","255.255.255.0","H"
"172.26.32.10","Default router","172.26.32.254","H"
"172.26.32.10","Module name","6X PLC V3.2.4","H"
"172.26.32.10","Module type","CPU 1214C DC/DC/Rly","H"
"172.26.32.10","Station name","SIMATIC 1200 station_2","H"
"172.26.32.10","TIA portal","V14 SP1","H"
"172.26.32.10","Project Name","11877 Rice Creek 6X DTHZ v3 3_2_4","H"
"172.26.32.9","Communication_Retentive.IP_byte_3[10]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[10]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[11]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[11]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[12]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[12]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[13]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[13]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[14]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[14]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[15]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[15]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[16]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[16]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[17]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[17]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[18]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[18]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[19]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[19]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[20]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[20]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[21]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[21]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[22]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[47]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[48]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[48]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[49]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[49]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[50]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[50]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[51]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[51]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[52]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[52]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[53]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[53]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[54]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[54]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[55]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[55]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[56]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[56]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[57]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[57]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[58]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[58]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_3[59]","","T"
"172.26.32.8","Communication_Retentive.IP_byte_4[59]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[85]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[85]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[86]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[86]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[87]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[87]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[88]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[88]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[89]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[89]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[90]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[90]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[91]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[91]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[92]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[92]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[93]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[93]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[94]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[94]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[95]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[95]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[96]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_4[96]","","T"
"172.26.32.7","Communication_Retentive.IP_byte_3[97]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[22]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[23]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[23]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[24]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[24]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[25]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[25]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[26]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[26]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[27]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[27]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[28]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[28]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[29]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[29]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[30]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[30]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[31]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[31]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[32]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[32]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[33]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[33]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_3[34]","","T"
"172.26.32.9","Communication_Retentive.IP_byte_4[34]","","T"
"172.26.32.10","Backup Reason",,"H"
"172.26.32.11","Backup Reason",,"H"
"172.26.32.47","Backup Reason",,"H"
